,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,_Desc,_Desc2,_Desc3,HP,Damage,Defence,_TIER,_HP,_Damage,_Defence,,,,,,,,,,,,,,,,,,
2_149,2_49,Warrior,Normal,2069,41,110,17169,,,,,,,,,,,,,,,,,,,,,
2_150,2_49,Tank,Normal,2758,28,207,26258,,,,,,,,,,,,,,,,,,,,,
2_151,2_49,Archer,Normal,1379,69,41,12379,,,,,,,,,,,,,,,,,,,,,
2_152,2_50,Warrior,Normal,2075,42,111,17375,,,,,,,,,,,,,,,,,,,,,
2_153,2_50,Tank,Normal,2767,28,208,26367,,,,,,,,,,,,,,,,,,,,,
2_154,2_50,Archer,Normal,1384,69,42,12484,,,,,,,,,,,,,,,,,,,,,
2_155,3_5,Warrior,Boss,11016,220,588,91816,1,1,1,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_1,3_1,Warrior,Normal,1800,36,96,15000,,,,,,,,,,,,,,,,,,,,,
3_2,3_1,Tank,Normal,1200,12,90,11400,,,,,,,,,,,,,,,,,,,,,
3_3,3_1,Archer,Normal,600,30,18,5400,,,,,,,,,,,,,,,,,,,,,
3_4,3_2,Warrior,Normal,1056,21,56,8756,,,,,,,,,,,,,,,,,,,,,
3_5,3_2,Tank,Normal,1407,14,106,13407,,,,,,,,,,,,,,,,,,,,,
3_6,3_2,Archer,Normal,704,35,21,6304,,,,,,,,,,,,,,,,,,,,,
3_7,3_3,Warrior,Normal,1159,23,62,9659,,,,,,,,,,,,,,,,,,,,,
3_8,3_3,Tank,Normal,1545,15,116,14645,,,,,,,,,,,,,,,,,,,,,
3_9,3_3,Archer,Normal,772,39,23,6972,,,,,,,,,,,,,,,,,,,,,
3_10,3_4,Warrior,Normal,1238,25,66,10338,,,,,,,,,,,,,,,,,,,,,
3_11,3_4,Tank,Normal,1651,17,124,15751,,,,,,,,,,,,,,,,,,,,,
3_12,3_4,Archer,Normal,825,41,25,7425,,,,,,,,,,,,,,,,,,,,,
3_13,3_5,Warrior,Normal,1303,26,70,10903,,,,,,,,,,,,,,,,,,,,,
3_14,3_5,Tank,Normal,1738,17,130,16438,,,,,,,,,,,,,,,,,,,,,
3_15,3_5,Archer,Normal,869,43,26,7769,,,,,,,,,,,,,,,,,,,,,
3_16,3_6,Warrior,Normal,1359,27,72,11259,,,,,,,,,,,,,,,,,,,,,
3_17,3_6,Tank,Normal,1812,18,136,17212,,,,,,,,,,,,,,,,,,,,,
3_18,3_6,Archer,Normal,906,45,27,8106,,,,,,,,,,,,,,,,,,,,,
3_19,3_7,Warrior,Normal,1408,28,75,11708,,,,,,,,,,,,,,,,,,,,,
3_20,3_7,Tank,Normal,1877,19,141,17877,,,,,,,,,,,,,,,,,,,,,
3_21,3_7,Archer,Normal,939,47,28,8439,,,,,,,,,,,,,,,,,,,,,
3_22,3_8,Warrior,Normal,1452,29,77,12052,,,,,,,,,,,,,,,,,,,,,
3_23,3_8,Tank,Normal,1936,19,145,18336,,,,,,,,,,,,,,,,,,,,,
3_24,3_8,Archer,Normal,968,48,29,8668,,,,,,,,,,,,,,,,,,,,,
3_25,3_9,Warrior,Normal,1492,30,80,12492,,,,,,,,,,,,,,,,,,,,,
3_26,3_9,Tank,Normal,1989,20,149,18889,,,,,,,,,,,,,,,,,,,,,
3_27,3_9,Archer,Normal,995,50,30,8995,,,,,,,,,,,,,,,,,,,,,
3_28,3_10,Warrior,Normal,1528,31,82,12828,,,,,,,,,,,,,,,,,,,,,
3_29,3_10,Tank,Normal,2038,20,153,19338,,,,,,,,,,,,,,,,,,,,,
3_30,3_10,Archer,Normal,1019,51,31,9219,,,,,,,,,,,,,,,,,,,,,
3_31,3_15,Warrior,Named,4195,84,224,34995,1,1,1,,,,,,,,,,,,,,,,,,
3_32,3_11,Warrior,Normal,1562,31,83,12962,,,,,,,,,,,,,,,,,,,,,
3_33,3_11,Tank,Normal,2083,21,156,19783,,,,,,,,,,,,,,,,,,,,,
3_34,3_11,Archer,Normal,1042,52,31,9342,,,,,,,,,,,,,,,,,,,,,
3_35,3_12,Warrior,Normal,1594,32,85,13294,,,,,,,,,,,,,,,,,,,,,
3_36,3_12,Tank,Normal,2125,21,159,20125,,,,,,,,,,,,,,,,,,,,,
3_37,3_12,Archer,Normal,1063,53,32,9563,,,,,,,,,,,,,,,,,,,,,
3_38,3_13,Warrior,Normal,1623,32,87,13523,,,,,,,,,,,,,,,,,,,,,
3_39,3_13,Tank,Normal,2165,22,162,20565,,,,,,,,,,,,,,,,,,,,,
3_40,3_13,Archer,Normal,1082,54,32,9682,,,,,,,,,,,,,,,,,,,,,
3_41,3_14,Warrior,Normal,1651,33,88,13751,,,,,,,,,,,,,,,,,,,,,
3_42,3_14,Tank,Normal,2202,22,165,20902,,,,,,,,,,,,,,,,,,,,,
3_43,3_14,Archer,Normal,1101,55,33,9901,,,,,,,,,,,,,,,,,,,,,
3_44,3_15,Warrior,Normal,1678,34,89,13978,,,,,,,,,,,,,,,,,,,,,
3_45,3_15,Tank,Normal,2237,22,168,21237,,,,,,,,,,,,,,,,,,,,,
3_46,3_15,Archer,Normal,1119,56,34,10119,,,,,,,,,,,,,,,,,,,,,
3_47,3_16,Warrior,Normal,1703,34,91,14203,,,,,,,,,,,,,,,,,,,,,
3_48,3_16,Tank,Normal,2271,23,170,21571,,,,,,,,,,,,,,,,,,,,,
3_49,3_16,Archer,Normal,1135,57,34,10235,,,,,,,,,,,,,,,,,,,,,
3_50,3_17,Warrior,Normal,1727,35,92,14427,,,,,,,,,,,,,,,,,,,,,
3_51,3_17,Tank,Normal,2302,23,173,21902,,,,,,,,,,,,,,,,,,,,,
3_52,3_17,Archer,Normal,1151,58,35,10451,,,,,,,,,,,,,,,,,,,,,
3_53,3_18,Warrior,Normal,1750,35,93,14550,,,,,,,,,,,,,,,,,,,,,
3_54,3_18,Tank,Normal,2333,23,175,22133,,,,,,,,,,,,,,,,,,,,,
3_55,3_18,Archer,Normal,1166,58,35,10466,,,,,,,,,,,,,,,,,,,,,
3_56,3_19,Warrior,Normal,1772,35,94,14672,,,,,,,,,,,,,,,,,,,,,
3_57,3_19,Tank,Normal,2362,24,177,22462,,,,,,,,,,,,,,,,,,,,,
3_58,3_19,Archer,Normal,1181,59,35,10581,,,,,,,,,,,,,,,,,,,,,
3_59,3_20,Warrior,Normal,1793,36,96,14993,,,,,,,,,,,,,,,,,,,,,
3_60,3_20,Tank,Normal,2390,24,179,22690,,,,,,,,,,,,,,,,,,,,,
3_61,3_20,Archer,Normal,1195,60,36,10795,,,,,,,,,,,,,,,,,,,,,
3_62,3_25,Tank,Named,6290,63,472,59790,1,1,1,,,,,,,,,,,,,,,,,,
3_63,3_21,Warrior,Normal,1813,36,97,15113,,,,,,,,,,,,,,,,,,,,,
3_64,3_21,Tank,Normal,2417,24,181,22917,,,,,,,,,,,,,,,,,,,,,
3_65,3_21,Archer,Normal,1209,60,36,10809,,,,,,,,,,,,,,,,,,,,,
3_66,3_22,Warrior,Normal,1832,37,98,15332,,,,,,,,,,,,,,,,,,,,,
3_67,3_22,Tank,Normal,2443,24,183,23143,,,,,,,,,,,,,,,,,,,,,
3_68,3_22,Archer,Normal,1222,61,37,11022,,,,,,,,,,,,,,,,,,,,,
3_69,3_23,Warrior,Normal,1851,37,99,15451,,,,,,,,,,,,,,,,,,,,,
3_70,3_23,Tank,Normal,2468,25,185,23468,,,,,,,,,,,,,,,,,,,,,
3_71,3_23,Archer,Normal,1234,62,37,11134,,,,,,,,,,,,,,,,,,,,,
3_72,3_24,Warrior,Normal,1869,37,100,15569,,,,,,,,,,,,,,,,,,,,,
3_73,3_24,Tank,Normal,2492,25,187,23692,,,,,,,,,,,,,,,,,,,,,
3_74,3_24,Archer,Normal,1246,62,37,11146,,,,,,,,,,,,,,,,,,,,,
3_75,3_25,Warrior,Normal,1887,38,101,15787,,,,,,,,,,,,,,,,,,,,,
3_76,3_25,Tank,Normal,2516,25,189,23916,,,,,,,,,,,,,,,,,,,,,
3_77,3_25,Archer,Normal,1258,63,38,11358,,,,,,,,,,,,,,,,,,,,,
3_78,3_26,Warrior,Normal,1904,38,102,15904,,,,,,,,,,,,,,,,,,,,,
3_79,3_26,Tank,Normal,2539,25,190,24039,,,,,,,,,,,,,,,,,,,,,
3_80,3_26,Archer,Normal,1269,63,38,11369,,,,,,,,,,,,,,,,,,,,,
3_81,3_27,Warrior,Normal,1921,38,102,15921,,,,,,,,,,,,,,,,,,,,,
3_82,3_27,Tank,Normal,2561,26,192,24361,,,,,,,,,,,,,,,,,,,,,
3_83,3_27,Archer,Normal,1280,64,38,11480,,,,,,,,,,,,,,,,,,,,,
3_84,3_28,Warrior,Normal,1937,39,103,16137,,,,,,,,,,,,,,,,,,,,,
3_85,3_28,Tank,Normal,2582,26,194,24582,,,,,,,,,,,,,,,,,,,,,
3_86,3_28,Archer,Normal,1291,65,39,11691,,,,,,,,,,,,,,,,,,,,,
3_87,3_29,Warrior,Normal,1953,39,104,16253,,,,,,,,,,,,,,,,,,,,,
3_88,3_29,Tank,Normal,2603,26,195,24703,,,,,,,,,,,,,,,,,,,,,
3_89,3_29,Archer,Normal,1302,65,39,11702,,,,,,,,,,,,,,,,,,,,,
3_90,3_30,Warrior,Normal,1968,39,105,16368,,,,,,,,,,,,,,,,,,,,,
3_91,3_30,Tank,Normal,2624,26,197,24924,,,,,,,,,,,,,,,,,,,,,
3_92,3_30,Archer,Normal,1312,66,39,11812,,,,,,,,,,,,,,,,,,,,,
3_93,3_35,Warrior,Named,5097,102,272,42497,1,1,1,,,,,,,,,,,,,,,,,,
3_94,3_31,Warrior,Normal,1983,40,106,16583,,,,,,,,,,,,,,,,,,,,,
3_95,3_31,Tank,Normal,2644,26,198,25044,,,,,,,,,,,,,,,,,,,,,
3_96,3_31,Archer,Normal,1322,66,40,11922,,,,,,,,,,,,,,,,,,,,,
3_97,3_32,Warrior,Normal,1997,40,107,16697,,,,,,,,,,,,,,,,,,,,,
3_98,3_32,Tank,Normal,2663,27,200,25363,,,,,,,,,,,,,,,,,,,,,
3_99,3_32,Archer,Normal,1331,67,40,12031,,,,,,,,,,,,,,,,,,,,,
3_100,3_33,Warrior,Normal,2011,40,107,16711,,,,,,,,,,,,,,,,,,,,,
3_101,3_33,Tank,Normal,2682,27,201,25482,,,,,,,,,,,,,,,,,,,,,
3_102,3_33,Archer,Normal,1341,67,40,12041,,,,,,,,,,,,,,,,,,,,,
3_103,3_34,Warrior,Normal,2025,41,108,16925,,,,,,,,,,,,,,,,,,,,,
3_104,3_34,Tank,Normal,2700,27,203,25700,,,,,,,,,,,,,,,,,,,,,
3_105,3_34,Archer,Normal,1350,68,41,12250,,,,,,,,,,,,,,,,,,,,,
3_106,3_35,Warrior,Normal,2039,41,109,17039,,,,,,,,,,,,,,,,,,,,,
3_107,3_35,Tank,Normal,2718,27,204,25818,,,,,,,,,,,,,,,,,,,,,
3_108,3_35,Archer,Normal,1359,68,41,12259,,,,,,,,,,,,,,,,,,,,,
3_109,3_36,Warrior,Normal,2052,41,109,17052,,,,,,,,,,,,,,,,,,,,,
3_110,3_36,Tank,Normal,2736,27,205,25936,,,,,,,,,,,,,,,,,,,,,
3_111,3_36,Archer,Normal,1368,68,41,12268,,,,,,,,,,,,,,,,,,,,,
3_112,3_37,Warrior,Normal,2065,41,110,17165,,,,,,,,,,,,,,,,,,,,,
3_113,3_37,Tank,Normal,2753,28,207,26253,,,,,,,,,,,,,,,,,,,,,
3_114,3_37,Archer,Normal,1377,69,41,12377,,,,,,,,,,,,,,,,,,,,,
3_115,3_38,Warrior,Normal,2078,42,111,17378,,,,,,,,,,,,,,,,,,,,,
3_116,3_38,Tank,Normal,2770,28,208,26370,,,,,,,,,,,,,,,,,,,,,
3_117,3_38,Archer,Normal,1385,69,42,12485,,,,,,,,,,,,,,,,,,,,,
3_118,3_39,Warrior,Normal,2090,42,111,17390,,,,,,,,,,,,,,,,,,,,,
3_119,3_39,Tank,Normal,2787,28,209,26487,,,,,,,,,,,,,,,,,,,,,
3_120,3_39,Archer,Normal,1393,70,42,12593,,,,,,,,,,,,,,,,,,,,,
3_121,3_40,Warrior,Normal,2102,42,112,17502,,,,,,,,,,,,,,,,,,,,,
3_122,3_40,Tank,Normal,2803,28,210,26603,,,,,,,,,,,,,,,,,,,,,
3_123,3_40,Archer,Normal,1402,70,42,12602,,,,,,,,,,,,,,,,,,,,,
3_124,3_45,Warrior,Named,5400,108,288,45000,1,1,1,,,,,,,,,,,,,,,,,,
3_125,3_41,Warrior,Normal,2114,42,113,17614,,,,,,,,,,,,,,,,,,,,,
3_126,3_41,Tank,Normal,2819,28,211,26719,,,,,,,,,,,,,,,,,,,,,
3_127,3_41,Archer,Normal,1410,70,42,12610,,,,,,,,,,,,,,,,,,,,,
3_128,3_42,Warrior,Normal,2126,43,113,17726,,,,,,,,,,,,,,,,,,,,,
3_129,3_42,Tank,Normal,2835,28,213,26935,,,,,,,,,,,,,,,,,,,,,
3_130,3_42,Archer,Normal,1417,71,43,12817,,,,,,,,,,,,,,,,,,,,,
3_131,3_43,Warrior,Normal,2138,43,114,17838,,,,,,,,,,,,,,,,,,,,,
3_132,3_43,Tank,Normal,2850,29,214,27150,,,,,,,,,,,,,,,,,,,,,
3_133,3_43,Archer,Normal,1425,71,43,12825,,,,,,,,,,,,,,,,,,,,,
3_134,3_44,Warrior,Normal,2149,43,115,17949,,,,,,,,,,,,,,,,,,,,,
3_135,3_44,Tank,Normal,2865,29,215,27265,,,,,,,,,,,,,,,,,,,,,
3_136,3_44,Archer,Normal,1433,72,43,12933,,,,,,,,,,,,,,,,,,,,,
3_137,3_45,Warrior,Normal,2160,43,115,17960,,,,,,,,,,,,,,,,,,,,,
3_138,3_45,Tank,Normal,2880,29,216,27380,,,,,,,,,,,,,,,,,,,,,
3_139,3_45,Archer,Normal,1440,72,43,12940,,,,,,,,,,,,,,,,,,,,,
3_140,3_46,Warrior,Normal,2171,43,116,18071,,,,,,,,,,,,,,,,,,,,,
3_141,3_46,Tank,Normal,2895,29,217,27495,,,,,,,,,,,,,,,,,,,,,
3_142,3_46,Archer,Normal,1447,72,43,12947,,,,,,,,,,,,,,,,,,,,,
3_143,3_47,Warrior,Normal,2182,44,116,18182,,,,,,,,,,,,,,,,,,,,,
3_144,3_47,Tank,Normal,2909,29,218,27609,,,,,,,,,,,,,,,,,,,,,
3_145,3_47,Archer,Normal,1455,73,44,13155,,,,,,,,,,,,,,,,,,,,,
3_146,3_48,Warrior,Normal,2192,44,117,18292,,,,,,,,,,,,,,,,,,,,,
3_147,3_48,Tank,Normal,2923,29,219,27723,,,,,,,,,,,,,,,,,,,,,
3_148,3_48,Archer,Normal,1462,73,44,13162,,,,,,,,,,,,,,,,,,,,,
3_149,3_49,Warrior,Normal,2203,44,117,18303,,,,,,,,,,,,,,,,,,,,,
3_150,3_49,Tank,Normal,2937,29,220,27837,,,,,,,,,,,,,,,,,,,,,
3_151,3_49,Archer,Normal,1469,73,44,13169,,,,,,,,,,,,,,,,,,,,,
3_152,3_50,Warrior,Normal,2213,44,118,18413,,,,,,,,,,,,,,,,,,,,,
3_153,3_50,Tank,Normal,2951,30,221,28051,,,,,,,,,,,,,,,,,,,,,
3_154,3_50,Archer,Normal,1475,74,44,13275,,,,,,,,,,,,,,,,,,,,,
3_155,4_5,Warrior,Boss,8688,174,463,72388,1,1,1,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_1,4_1,Warrior,Normal,2400,48,128,20000,,,,,,,,,,,,,,,,,,,,,
4_2,4_1,Tank,Normal,1600,16,120,15200,,,,,,,,,,,,,,,,,,,,,
4_3,4_1,Archer,Normal,800,40,24,7200,,,,,,,,,,,,,,,,,,,,,
4_4,4_2,Warrior,Normal,1407,28,75,11707,,,,,,,,,,,,,,,,,,,,,
4_5,4_2,Tank,Normal,1877,19,141,17877,,,,,,,,,,,,,,,,,,,,,
4_6,4_2,Archer,Normal,938,47,28,8438,,,,,,,,,,,,,,,,,,,,,
4_7,4_3,Warrior,Normal,1545,31,82,12845,,,,,,,,,,,,,,,,,,,,,
4_8,4_3,Tank,Normal,2060,21,154,19560,,,,,,,,,,,,,,,,,,,,,
4_9,4_3,Archer,Normal,1030,51,31,9230,,,,,,,,,,,,,,,,,,,,,
4_10,4_4,Warrior,Normal,1651,33,88,13751,,,,,,,,,,,,,,,,,,,,,
4_11,4_4,Tank,Normal,2201,22,165,20901,,,,,,,,,,,,,,,,,,,,,
4_12,4_4,Archer,Normal,1100,55,33,9900,,,,,,,,,,,,,,,,,,,,,
4_13,4_5,Warrior,Normal,1738,35,93,14538,,,,,,,,,,,,,,,,,,,,,
4_14,4_5,Tank,Normal,2317,23,174,22017,,,,,,,,,,,,,,,,,,,,,
4_15,4_5,Archer,Normal,1158,58,35,10458,,,,,,,,,,,,,,,,,,,,,
4_16,4_6,Warrior,Normal,1812,36,97,15112,,,,,,,,,,,,,,,,,,,,,
4_17,4_6,Tank,Normal,2416,24,181,22916,,,,,,,,,,,,,,,,,,,,,
4_18,4_6,Archer,Normal,1208,60,36,10808,,,,,,,,,,,,,,,,,,,,,
4_19,4_7,Warrior,Normal,1877,38,100,15677,,,,,,,,,,,,,,,,,,,,,
4_20,4_7,Tank,Normal,2503,25,188,23803,,,,,,,,,,,,,,,,,,,,,
4_21,4_7,Archer,Normal,1252,63,38,11352,,,,,,,,,,,,,,,,,,,,,
4_22,4_8,Warrior,Normal,1936,39,103,16136,,,,,,,,,,,,,,,,,,,,,
4_23,4_8,Tank,Normal,2581,26,194,24581,,,,,,,,,,,,,,,,,,,,,
4_24,4_8,Archer,Normal,1291,65,39,11691,,,,,,,,,,,,,,,,,,,,,
4_25,4_9,Warrior,Normal,1989,40,106,16589,,,,,,,,,,,,,,,,,,,,,
4_26,4_9,Tank,Normal,2652,27,199,25252,,,,,,,,,,,,,,,,,,,,,
4_27,4_9,Archer,Normal,1326,66,40,11926,,,,,,,,,,,,,,,,,,,,,
4_28,4_10,Warrior,Normal,2038,41,109,17038,,,,,,,,,,,,,,,,,,,,,
4_29,4_10,Tank,Normal,2717,27,204,25817,,,,,,,,,,,,,,,,,,,,,
4_30,4_10,Archer,Normal,1359,68,41,12259,,,,,,,,,,,,,,,,,,,,,
4_31,4_15,Warrior,Named,5593,112,298,46593,1,1,1,,,,,,,,,,,,,,,,,,
4_32,4_11,Warrior,Normal,2083,42,111,17383,,,,,,,,,,,,,,,,,,,,,
4_33,4_11,Tank,Normal,2777,28,208,26377,,,,,,,,,,,,,,,,,,,,,
4_34,4_11,Archer,Normal,1389,69,42,12489,,,,,,,,,,,,,,,,,,,,,
4_35,4_12,Warrior,Normal,2125,43,113,17725,,,,,,,,,,,,,,,,,,,,,
4_36,4_12,Tank,Normal,2834,28,213,26934,,,,,,,,,,,,,,,,,,,,,
4_37,4_12,Archer,Normal,1417,71,43,12817,,,,,,,,,,,,,,,,,,,,,
4_38,4_13,Warrior,Normal,2165,43,115,17965,,,,,,,,,,,,,,,,,,,,,
4_39,4_13,Tank,Normal,2886,29,216,27386,,,,,,,,,,,,,,,,,,,,,
4_40,4_13,Archer,Normal,1443,72,43,12943,,,,,,,,,,,,,,,,,,,,,
4_41,4_14,Warrior,Normal,2202,44,117,18302,,,,,,,,,,,,,,,,,,,,,
4_42,4_14,Tank,Normal,2936,29,220,27836,,,,,,,,,,,,,,,,,,,,,
4_43,4_14,Archer,Normal,1468,73,44,13168,,,,,,,,,,,,,,,,,,,,,
4_44,4_15,Warrior,Normal,2237,45,119,18637,,,,,,,,,,,,,,,,,,,,,
4_45,4_15,Tank,Normal,2983,30,224,28383,,,,,,,,,,,,,,,,,,,,,
4_46,4_15,Archer,Normal,1491,75,45,13491,,,,,,,,,,,,,,,,,,,,,
4_47,4_16,Warrior,Normal,2271,45,121,18871,,,,,,,,,,,,,,,,,,,,,
4_48,4_16,Tank,Normal,3027,30,227,28727,,,,,,,,,,,,,,,,,,,,,
4_49,4_16,Archer,Normal,1514,76,45,13614,,,,,,,,,,,,,,,,,,,,,
4_50,4_17,Warrior,Normal,2302,46,123,19202,,,,,,,,,,,,,,,,,,,,,
4_51,4_17,Tank,Normal,3070,31,230,29170,,,,,,,,,,,,,,,,,,,,,
4_52,4_17,Archer,Normal,1535,77,46,13835,,,,,,,,,,,,,,,,,,,,,
4_53,4_18,Warrior,Normal,2333,47,124,19433,,,,,,,,,,,,,,,,,,,,,
4_54,4_18,Tank,Normal,3111,31,233,29511,,,,,,,,,,,,,,,,,,,,,
4_55,4_18,Archer,Normal,1555,78,47,14055,,,,,,,,,,,,,,,,,,,,,
4_56,4_19,Warrior,Normal,2362,47,126,19662,,,,,,,,,,,,,,,,,,,,,
4_57,4_19,Tank,Normal,3149,31,236,29849,,,,,,,,,,,,,,,,,,,,,
4_58,4_19,Archer,Normal,1575,79,47,14175,,,,,,,,,,,,,,,,,,,,,
4_59,4_20,Warrior,Normal,2390,48,127,19890,,,,,,,,,,,,,,,,,,,,,
4_60,4_20,Tank,Normal,3187,32,239,30287,,,,,,,,,,,,,,,,,,,,,
4_61,4_20,Archer,Normal,1593,80,48,14393,,,,,,,,,,,,,,,,,,,,,
4_62,4_25,Tank,Named,8387,84,629,79687,1,1,1,,,,,,,,,,,,,,,,,,
4_63,4_21,Warrior,Normal,2417,48,129,20117,,,,,,,,,,,,,,,,,,,,,
4_64,4_21,Tank,Normal,3223,32,242,30623,,,,,,,,,,,,,,,,,,,,,
4_65,4_21,Archer,Normal,1611,81,48,14511,,,,,,,,,,,,,,,,,,,,,
4_66,4_22,Warrior,Normal,2443,49,130,20343,,,,,,,,,,,,,,,,,,,,,
4_67,4_22,Tank,Normal,3257,33,244,30957,,,,,,,,,,,,,,,,,,,,,
4_68,4_22,Archer,Normal,1629,81,49,14629,,,,,,,,,,,,,,,,,,,,,
4_69,4_23,Warrior,Normal,2468,49,132,20568,,,,,,,,,,,,,,,,,,,,,
4_70,4_23,Tank,Normal,3291,33,247,31291,,,,,,,,,,,,,,,,,,,,,
4_71,4_23,Archer,Normal,1645,82,49,14745,,,,,,,,,,,,,,,,,,,,,
4_72,4_24,Warrior,Normal,2492,50,133,20792,,,,,,,,,,,,,,,,,,,,,
4_73,4_24,Tank,Normal,3323,33,249,31523,,,,,,,,,,,,,,,,,,,,,
4_74,4_24,Archer,Normal,1662,83,50,14962,,,,,,,,,,,,,,,,,,,,,
4_75,4_25,Warrior,Normal,2516,50,134,20916,,,,,,,,,,,,,,,,,,,,,
4_76,4_25,Tank,Normal,3355,34,252,31955,,,,,,,,,,,,,,,,,,,,,
4_77,4_25,Archer,Normal,1677,84,50,15077,,,,,,,,,,,,,,,,,,,,,
4_78,4_26,Warrior,Normal,2539,51,135,21139,,,,,,,,,,,,,,,,,,,,,
4_79,4_26,Tank,Normal,3385,34,254,32185,,,,,,,,,,,,,,,,,,,,,
4_80,4_26,Archer,Normal,1693,85,51,15293,,,,,,,,,,,,,,,,,,,,,
4_81,4_27,Warrior,Normal,2561,51,137,21361,,,,,,,,,,,,,,,,,,,,,
4_82,4_27,Tank,Normal,3415,34,256,32415,,,,,,,,,,,,,,,,,,,,,
4_83,4_27,Archer,Normal,1707,85,51,15307,,,,,,,,,,,,,,,,,,,,,
4_84,4_28,Warrior,Normal,2582,52,138,21582,,,,,,,,,,,,,,,,,,,,,
4_85,4_28,Tank,Normal,3443,34,258,32643,,,,,,,,,,,,,,,,,,,,,
4_86,4_28,Archer,Normal,1722,86,52,15522,,,,,,,,,,,,,,,,,,,,,
4_87,4_29,Warrior,Normal,2603,52,139,21703,,,,,,,,,,,,,,,,,,,,,
4_88,4_29,Tank,Normal,3471,35,260,32971,,,,,,,,,,,,,,,,,,,,,
4_89,4_29,Archer,Normal,1736,87,52,15636,,,,,,,,,,,,,,,,,,,,,
4_90,4_30,Warrior,Normal,2624,52,140,21824,,,,,,,,,,,,,,,,,,,,,
4_91,4_30,Tank,Normal,3498,35,262,33198,,,,,,,,,,,,,,,,,,,,,
4_92,4_30,Archer,Normal,1749,87,52,15649,,,,,,,,,,,,,,,,,,,,,
4_93,4_35,Warrior,Named,6796,136,362,56596,1,1,1,,,,,,,,,,,,,,,,,,
4_94,4_31,Warrior,Normal,2644,53,141,22044,,,,,,,,,,,,,,,,,,,,,
4_95,4_31,Tank,Normal,3525,35,264,33425,,,,,,,,,,,,,,,,,,,,,
4_96,4_31,Archer,Normal,1762,88,53,15862,,,,,,,,,,,,,,,,,,,,,
4_97,4_32,Warrior,Normal,2663,53,142,22163,,,,,,,,,,,,,,,,,,,,,
4_98,4_32,Tank,Normal,3551,36,266,33751,,,,,,,,,,,,,,,,,,,,,
4_99,4_32,Archer,Normal,1775,89,53,15975,,,,,,,,,,,,,,,,,,,,,
4_100,4_33,Warrior,Normal,2682,54,143,22382,,,,,,,,,,,,,,,,,,,,,
4_101,4_33,Tank,Normal,3576,36,268,33976,,,,,,,,,,,,,,,,,,,,,
4_102,4_33,Archer,Normal,1788,89,54,16088,,,,,,,,,,,,,,,,,,,,,
4_103,4_34,Warrior,Normal,2700,54,144,22500,,,,,,,,,,,,,,,,,,,,,
4_104,4_34,Tank,Normal,3600,36,270,34200,,,,,,,,,,,,,,,,,,,,,
4_105,4_34,Archer,Normal,1800,90,54,16200,,,,,,,,,,,,,,,,,,,,,
4_106,4_35,Warrior,Normal,2718,54,145,22618,,,,,,,,,,,,,,,,,,,,,
4_107,4_35,Tank,Normal,3625,36,272,34425,,,,,,,,,,,,,,,,,,,,,
4_108,4_35,Archer,Normal,1812,91,54,16312,,,,,,,,,,,,,,,,,,,,,
4_109,4_36,Warrior,Normal,2736,55,146,22836,,,,,,,,,,,,,,,,,,,,,
4_110,4_36,Tank,Normal,3648,36,274,34648,,,,,,,,,,,,,,,,,,,,,
4_111,4_36,Archer,Normal,1824,91,55,16424,,,,,,,,,,,,,,,,,,,,,
4_112,4_37,Warrior,Normal,2753,55,147,22953,,,,,,,,,,,,,,,,,,,,,
4_113,4_37,Tank,Normal,3671,37,275,34871,,,,,,,,,,,,,,,,,,,,,
4_114,4_37,Archer,Normal,1836,92,55,16536,,,,,,,,,,,,,,,,,,,,,
4_115,4_38,Warrior,Normal,2770,55,148,23070,,,,,,,,,,,,,,,,,,,,,
4_116,4_38,Tank,Normal,3694,37,277,35094,,,,,,,,,,,,,,,,,,,,,
4_117,4_38,Archer,Normal,1847,92,55,16547,,,,,,,,,,,,,,,,,,,,,
4_118,4_39,Warrior,Normal,2787,56,149,23287,,,,,,,,,,,,,,,,,,,,,
4_119,4_39,Tank,Normal,3716,37,279,35316,,,,,,,,,,,,,,,,,,,,,
4_120,4_39,Archer,Normal,1858,93,56,16758,,,,,,,,,,,,,,,,,,,,,
4_121,4_40,Warrior,Normal,2803,56,150,23403,,,,,,,,,,,,,,,,,,,,,
4_122,4_40,Tank,Normal,3738,37,280,35438,,,,,,,,,,,,,,,,,,,,,
4_123,4_40,Archer,Normal,1869,93,56,16769,,,,,,,,,,,,,,,,,,,,,
4_124,4_45,Warrior,Named,7200,144,384,60000,1,1,1,,,,,,,,,,,,,,,,,,
4_125,4_41,Warrior,Normal,2819,56,150,23419,,,,,,,,,,,,,,,,,,,,,
4_126,4_41,Tank,Normal,3759,38,282,35759,,,,,,,,,,,,,,,,,,,,,
4_127,4_41,Archer,Normal,1879,94,56,16879,,,,,,,,,,,,,,,,,,,,,
4_128,4_42,Warrior,Normal,2835,57,151,23635,,,,,,,,,,,,,,,,,,,,,
4_129,4_42,Tank,Normal,3780,38,283,35880,,,,,,,,,,,,,,,,,,,,,
4_130,4_42,Archer,Normal,1890,94,57,16990,,,,,,,,,,,,,,,,,,,,,
