,,,,,,,,,,,
ID,GroupID,order,abil_type,up_value,Level,_Desc_MissionReward_Value,AssetType,AssetValue,ConditionID,Accumulated,_RoundDown
200309,10002,2,MaxHP,5,308,,Gold,27056,,1840,27056
200310,10002,2,MaxHP,5,309,,Gold,27215,,1845,27215
200311,10002,2,MaxHP,15,310,,Gold,27481,,1860,27481
200312,10002,2,MaxHP,5,311,,Gold,27641,,1865,27641
200313,10002,2,MaxHP,5,312,,Gold,27802,,1870,27802
200314,10002,2,MaxHP,5,313,,Gold,27963,,1875,27963
200315,10002,2,MaxHP,5,314,,Gold,28124,,1880,28124
200316,10002,2,MaxHP,5,315,,Gold,28286,,1885,28286
200317,10002,2,MaxHP,5,316,,Gold,28448,,1890,28448
200318,10002,2,MaxHP,5,317,,Gold,28611,,1895,28611
200319,10002,2,MaxHP,5,318,,Gold,28774,,1900,28774
200320,10002,2,MaxHP,5,319,,Gold,28938,,1905,28938
200321,10002,2,MaxHP,15,320,,Gold,29212,,1920,29212
200322,10002,2,MaxHP,5,321,,Gold,29377,,1925,29377
200323,10002,2,MaxHP,5,322,,Gold,29542,,1930,29542
200324,10002,2,MaxHP,5,323,,Gold,29708,,1935,29708
200325,10002,2,MaxHP,5,324,,Gold,29874,,1940,29874
200326,10002,2,MaxHP,5,325,,Gold,30041,,1945,30041
200327,10002,2,MaxHP,5,326,,Gold,30208,,1950,30208
200328,10002,2,MaxHP,5,327,,Gold,30376,,1955,30376
200329,10002,2,MaxHP,5,328,,Gold,30544,,1960,30544
200330,10002,2,MaxHP,5,329,,Gold,30713,,1965,30713
200331,10002,2,MaxHP,15,330,,Gold,30995,,1980,30995
200332,10002,2,MaxHP,5,331,,Gold,31165,,1985,31165
200333,10002,2,MaxHP,5,332,,Gold,31335,,1990,31335
200334,10002,2,MaxHP,5,333,,Gold,31506,,1995,31506
200335,10002,2,MaxHP,5,334,,Gold,31677,,2000,31677
200336,10002,2,MaxHP,5,335,,Gold,31848,,2005,31848
200337,10002,2,MaxHP,5,336,,Gold,32020,,2010,32020
200338,10002,2,MaxHP,5,337,,Gold,32192,,2015,32192
200339,10002,2,MaxHP,5,338,,Gold,32365,,2020,32365
200340,10002,2,MaxHP,5,339,,Gold,32538,,2025,32538
200341,10002,2,MaxHP,15,340,,Gold,32828,,2040,32828
200342,10002,2,MaxHP,5,341,,Gold,33002,,2045,33002
200343,10002,2,MaxHP,5,342,,Gold,33177,,2050,33177
200344,10002,2,MaxHP,5,343,,Gold,33352,,2055,33352
200345,10002,2,MaxHP,5,344,,Gold,33528,,2060,33528
200346,10002,2,MaxHP,5,345,,Gold,33704,,2065,33704
200347,10002,2,MaxHP,5,346,,Gold,33881,,2070,33881
200348,10002,2,MaxHP,5,347,,Gold,34058,,2075,34058
200349,10002,2,MaxHP,5,348,,Gold,34236,,2080,34236
200350,10002,2,MaxHP,5,349,,Gold,34414,,2085,34414
200351,10002,2,MaxHP,15,350,,Gold,34712,,2100,34712
200352,10002,2,MaxHP,5,351,,Gold,34891,,2105,34891
200353,10002,2,MaxHP,5,352,,Gold,35071,,2110,35071
200354,10002,2,MaxHP,5,353,,Gold,35251,,2115,35251
200355,10002,2,MaxHP,5,354,,Gold,35432,,2120,35432
200356,10002,2,MaxHP,5,355,,Gold,35613,,2125,35613
200357,10002,2,MaxHP,5,356,,Gold,35794,,2130,35794
200358,10002,2,MaxHP,5,357,,Gold,35976,,2135,35976
200359,10002,2,MaxHP,5,358,,Gold,36158,,2140,36158
200360,10002,2,MaxHP,5,359,,Gold,36341,,2145,36341
200361,10002,2,MaxHP,15,360,,Gold,36647,,2160,36647
200362,10002,2,MaxHP,5,361,,Gold,36831,,2165,36831
200363,10002,2,MaxHP,5,362,,Gold,37015,,2170,37015
200364,10002,2,MaxHP,5,363,,Gold,37200,,2175,37200
200365,10002,2,MaxHP,5,364,,Gold,37385,,2180,37385
200366,10002,2,MaxHP,5,365,,Gold,37571,,2185,37571
200367,10002,2,MaxHP,5,366,,Gold,37757,,2190,37757
200368,10002,2,MaxHP,5,367,,Gold,37944,,2195,37944
200369,10002,2,MaxHP,5,368,,Gold,38131,,2200,38131
200370,10002,2,MaxHP,5,369,,Gold,38319,,2205,38319
200371,10002,2,MaxHP,15,370,,Gold,38633,,2220,38633
200372,10002,2,MaxHP,5,371,,Gold,38822,,2225,38822
200373,10002,2,MaxHP,5,372,,Gold,39011,,2230,39011
200374,10002,2,MaxHP,5,373,,Gold,39201,,2235,39201
200375,10002,2,MaxHP,5,374,,Gold,39391,,2240,39391
200376,10002,2,MaxHP,5,375,,Gold,39581,,2245,39581
200377,10002,2,MaxHP,5,376,,Gold,39772,,2250,39772
200378,10002,2,MaxHP,5,377,,Gold,39963,,2255,39963
200379,10002,2,MaxHP,5,378,,Gold,40155,,2260,40155
200380,10002,2,MaxHP,5,379,,Gold,40347,,2265,40347
200381,10002,2,MaxHP,15,380,,Gold,40669,,2280,40669
200382,10002,2,MaxHP,5,381,,Gold,40862,,2285,40862
200383,10002,2,MaxHP,5,382,,Gold,41056,,2290,41056
200384,10002,2,MaxHP,5,383,,Gold,41250,,2295,41250
200385,10002,2,MaxHP,5,384,,Gold,41445,,2300,41445
200386,10002,2,MaxHP,5,385,,Gold,41640,,2305,41640
200387,10002,2,MaxHP,5,386,,Gold,41836,,2310,41836
200388,10002,2,MaxHP,5,387,,Gold,42032,,2315,42032
200389,10002,2,MaxHP,5,388,,Gold,42229,,2320,42229
200390,10002,2,MaxHP,5,389,,Gold,42426,,2325,42426
200391,10002,2,MaxHP,15,390,,Gold,42755,,2340,42755
200392,10002,2,MaxHP,5,391,,Gold,42953,,2345,42953
200393,10002,2,MaxHP,5,392,,Gold,43152,,2350,43152
200394,10002,2,MaxHP,5,393,,Gold,43351,,2355,43351
200395,10002,2,MaxHP,5,394,,Gold,43550,,2360,43550
200396,10002,2,MaxHP,5,395,,Gold,43750,,2365,43750
200397,10002,2,MaxHP,5,396,,Gold,43950,,2370,43950
200398,10002,2,MaxHP,5,397,,Gold,44151,,2375,44151
200399,10002,2,MaxHP,5,398,,Gold,44352,,2380,44352
200400,10002,2,MaxHP,5,399,,Gold,44554,,2385,44554
200401,10002,2,MaxHP,15,400,,Gold,44891,,2400,44891
200402,10002,2,MaxHP,5,401,,Gold,45094,,2405,45094
200403,10002,2,MaxHP,5,402,,Gold,45297,,2410,45297
200404,10002,2,MaxHP,5,403,,Gold,45501,,2415,45501
200405,10002,2,MaxHP,5,404,,Gold,45705,,2420,45705
200406,10002,2,MaxHP,5,405,,Gold,45910,,2425,45910
200407,10002,2,MaxHP,5,406,,Gold,46115,,2430,46115
200408,10002,2,MaxHP,5,407,,Gold,46321,,2435,46321
200409,10002,2,MaxHP,5,408,,Gold,46527,,2440,46527
200410,10002,2,MaxHP,5,409,,Gold,46733,,2445,46733
200411,10002,2,MaxHP,15,410,,Gold,47078,,2460,47078
200412,10002,2,MaxHP,5,411,,Gold,47286,,2465,47286
200413,10002,2,MaxHP,5,412,,Gold,47494,,2470,47494
200414,10002,2,MaxHP,5,413,,Gold,47702,,2475,47702
200415,10002,2,MaxHP,5,414,,Gold,47911,,2480,47911
200416,10002,2,MaxHP,5,415,,Gold,48120,,2485,48120
200417,10002,2,MaxHP,5,416,,Gold,48330,,2490,48330
200418,10002,2,MaxHP,5,417,,Gold,48540,,2495,48540
200419,10002,2,MaxHP,5,418,,Gold,48751,,2500,48751
200420,10002,2,MaxHP,5,419,,Gold,48962,,2505,48962
200421,10002,2,MaxHP,15,420,,Gold,49315,,2520,49315
200422,10002,2,MaxHP,5,421,,Gold,49527,,2525,49527
200423,10002,2,MaxHP,5,422,,Gold,49740,,2530,49740
200424,10002,2,MaxHP,5,423,,Gold,49953,,2535,49953
200425,10002,2,MaxHP,5,424,,Gold,50167,,2540,50167
200426,10002,2,MaxHP,5,425,,Gold,50381,,2545,50381
200427,10002,2,MaxHP,5,426,,Gold,50596,,2550,50596
200428,10002,2,MaxHP,5,427,,Gold,50811,,2555,50811
200429,10002,2,MaxHP,5,428,,Gold,51026,,2560,51026
200430,10002,2,MaxHP,5,429,,Gold,51242,,2565,51242
200431,10002,2,MaxHP,15,430,,Gold,51603,,2580,51603
200432,10002,2,MaxHP,5,431,,Gold,51820,,2585,51820
200433,10002,2,MaxHP,5,432,,Gold,52037,,2590,52037
200434,10002,2,MaxHP,5,433,,Gold,52255,,2595,52255
200435,10002,2,MaxHP,5,434,,Gold,52473,,2600,52473
200436,10002,2,MaxHP,5,435,,Gold,52692,,2605,52692
200437,10002,2,MaxHP,5,436,,Gold,52911,,2610,52911
200438,10002,2,MaxHP,5,437,,Gold,53131,,2615,53131
200439,10002,2,MaxHP,5,438,,Gold,53351,,2620,53351
200440,10002,2,MaxHP,5,439,,Gold,53572,,2625,53572
200441,10002,2,MaxHP,15,440,,Gold,53941,,2640,53941
200442,10002,2,MaxHP,5,441,,Gold,54163,,2645,54163
200443,10002,2,MaxHP,5,442,,Gold,54385,,2650,54385
200444,10002,2,MaxHP,5,443,,Gold,54608,,2655,54608
200445,10002,2,MaxHP,5,444,,Gold,54831,,2660,54831
200446,10002,2,MaxHP,5,445,,Gold,55054,,2665,55054
200447,10002,2,MaxHP,5,446,,Gold,55278,,2670,55278
200448,10002,2,MaxHP,5,447,,Gold,55502,,2675,55502
200449,10002,2,MaxHP,5,448,,Gold,55727,,2680,55727
200450,10002,2,MaxHP,5,449,,Gold,55952,,2685,55952
200451,10002,2,MaxHP,15,450,,Gold,56329,,2700,56329
200452,10002,2,MaxHP,5,451,,Gold,56555,,2705,56555
200453,10002,2,MaxHP,5,452,,Gold,56782,,2710,56782
200454,10002,2,MaxHP,5,453,,Gold,57009,,2715,57009
200455,10002,2,MaxHP,5,454,,Gold,57237,,2720,57237
200456,10002,2,MaxHP,5,455,,Gold,57465,,2725,57465
200457,10002,2,MaxHP,5,456,,Gold,57694,,2730,57694
200458,10002,2,MaxHP,5,457,,Gold,57923,,2735,57923
200459,10002,2,MaxHP,5,458,,Gold,58152,,2740,58152
200460,10002,2,MaxHP,5,459,,Gold,58382,,2745,58382
200461,10002,2,MaxHP,15,460,,Gold,58766,,2760,58766
200462,10002,2,MaxHP,5,461,,Gold,58997,,2765,58997
200463,10002,2,MaxHP,5,462,,Gold,59228,,2770,59228
200464,10002,2,MaxHP,5,463,,Gold,59460,,2775,59460
200465,10002,2,MaxHP,5,464,,Gold,59692,,2780,59692
200466,10002,2,MaxHP,5,465,,Gold,59925,,2785,59925
200467,10002,2,MaxHP,5,466,,Gold,60158,,2790,60158
200468,10002,2,MaxHP,5,467,,Gold,60392,,2795,60392
200469,10002,2,MaxHP,5,468,,Gold,60626,,2800,60626
200470,10002,2,MaxHP,5,469,,Gold,60861,,2805,60861
200471,10002,2,MaxHP,15,470,,Gold,61253,,2820,61253
200472,10002,2,MaxHP,5,471,,Gold,61489,,2825,61489
200473,10002,2,MaxHP,5,472,,Gold,61725,,2830,61725
200474,10002,2,MaxHP,5,473,,Gold,61962,,2835,61962
200475,10002,2,MaxHP,5,474,,Gold,62199,,2840,62199
200476,10002,2,MaxHP,5,475,,Gold,62436,,2845,62436
200477,10002,2,MaxHP,5,476,,Gold,62674,,2850,62674
200478,10002,2,MaxHP,5,477,,Gold,62912,,2855,62912
200479,10002,2,MaxHP,5,478,,Gold,63151,,2860,63151
200480,10002,2,MaxHP,5,479,,Gold,63390,,2865,63390
200481,10002,2,MaxHP,15,480,,Gold,63790,,2880,63790
200482,10002,2,MaxHP,5,481,,Gold,64030,,2885,64030
200483,10002,2,MaxHP,5,482,,Gold,64271,,2890,64271
200484,10002,2,MaxHP,5,483,,Gold,64512,,2895,64512
200485,10002,2,MaxHP,5,484,,Gold,64754,,2900,64754
200486,10002,2,MaxHP,5,485,,Gold,64996,,2905,64996
200487,10002,2,MaxHP,5,486,,Gold,65239,,2910,65239
200488,10002,2,MaxHP,5,487,,Gold,65482,,2915,65482
200489,10002,2,MaxHP,5,488,,Gold,65725,,2920,65725
200490,10002,2,MaxHP,5,489,,Gold,65969,,2925,65969
200491,10002,2,MaxHP,15,490,,Gold,66377,,2940,66377
200492,10002,2,MaxHP,5,491,,Gold,66622,,2945,66622
200493,10002,2,MaxHP,5,492,,Gold,66867,,2950,66867
200494,10002,2,MaxHP,5,493,,Gold,67113,,2955,67113
200495,10002,2,MaxHP,5,494,,Gold,67359,,2960,67359
200496,10002,2,MaxHP,5,495,,Gold,67606,,2965,67606
200497,10002,2,MaxHP,5,496,,Gold,67853,,2970,67853
200498,10002,2,MaxHP,5,497,,Gold,68101,,2975,68101
200499,10002,2,MaxHP,5,498,,Gold,68349,,2980,68349
200500,10002,2,MaxHP,5,499,,Gold,68598,,2985,68598
200501,10002,2,MaxHP,15,500,,Gold,69013,,3000,69013
200502,10002,2,MaxHP,5,501,,Gold,69263,,3005,69263
200503,10002,2,MaxHP,5,502,,Gold,69513,,3010,69513
200504,10002,2,MaxHP,5,503,,Gold,69764,,3015,69764
200505,10002,2,MaxHP,5,504,,Gold,70015,,3020,70015
200506,10002,2,MaxHP,5,505,,Gold,70266,,3025,70266
200507,10002,2,MaxHP,5,506,,Gold,70518,,3030,70518
200508,10002,2,MaxHP,5,507,,Gold,70770,,3035,70770
200509,10002,2,MaxHP,5,508,,Gold,71023,,3040,71023
200510,10002,2,MaxHP,5,509,,Gold,71276,,3045,71276
200511,10002,2,MaxHP,15,510,,Gold,71699,,3060,71699
200512,10002,2,MaxHP,5,511,,Gold,71953,,3065,71953
200513,10002,2,MaxHP,5,512,,Gold,72208,,3070,72208
200514,10002,2,MaxHP,5,513,,Gold,72463,,3075,72463
200515,10002,2,MaxHP,5,514,,Gold,72719,,3080,72719
200516,10002,2,MaxHP,5,515,,Gold,72975,,3085,72975
200517,10002,2,MaxHP,5,516,,Gold,73232,,3090,73232
200518,10002,2,MaxHP,5,517,,Gold,73489,,3095,73489
200519,10002,2,MaxHP,5,518,,Gold,73746,,3100,73746
200520,10002,2,MaxHP,5,519,,Gold,74004,,3105,74004
200521,10002,2,MaxHP,15,520,,Gold,74435,,3120,74435
200522,10002,2,MaxHP,5,521,,Gold,74694,,3125,74694
200523,10002,2,MaxHP,5,522,,Gold,74953,,3130,74953
200524,10002,2,MaxHP,5,523,,Gold,75213,,3135,75213
200525,10002,2,MaxHP,5,524,,Gold,75473,,3140,75473
200526,10002,2,MaxHP,5,525,,Gold,75734,,3145,75734
200527,10002,2,MaxHP,5,526,,Gold,75995,,3150,75995
200528,10002,2,MaxHP,5,527,,Gold,76257,,3155,76257
200529,10002,2,MaxHP,5,528,,Gold,76519,,3160,76519
200530,10002,2,MaxHP,5,529,,Gold,76781,,3165,76781
200531,10002,2,MaxHP,15,530,,Gold,77220,,3180,77220
200532,10002,2,MaxHP,5,531,,Gold,77484,,3185,77484
200533,10002,2,MaxHP,5,532,,Gold,77748,,3190,77748
200534,10002,2,MaxHP,5,533,,Gold,78012,,3195,78012
200535,10002,2,MaxHP,5,534,,Gold,78277,,3200,78277
200536,10002,2,MaxHP,5,535,,Gold,78542,,3205,78542
200537,10002,2,MaxHP,5,536,,Gold,78808,,3210,78808
200538,10002,2,MaxHP,5,537,,Gold,79074,,3215,79074
200539,10002,2,MaxHP,5,538,,Gold,79341,,3220,79341
200540,10002,2,MaxHP,5,539,,Gold,79608,,3225,79608
200541,10002,2,MaxHP,15,540,,Gold,80054,,3240,80054
200542,10002,2,MaxHP,5,541,,Gold,80322,,3245,80322
200543,10002,2,MaxHP,5,542,,Gold,80591,,3250,80591
200544,10002,2,MaxHP,5,543,,Gold,80860,,3255,80860
200545,10002,2,MaxHP,5,544,,Gold,81130,,3260,81130
200546,10002,2,MaxHP,5,545,,Gold,81400,,3265,81400
200547,10002,2,MaxHP,5,546,,Gold,81670,,3270,81670
200548,10002,2,MaxHP,5,547,,Gold,81941,,3275,81941
200549,10002,2,MaxHP,5,548,,Gold,82212,,3280,82212
200550,10002,2,MaxHP,5,549,,Gold,82484,,3285,82484
200551,10002,2,MaxHP,15,550,,Gold,82938,,3300,82938
200552,10002,2,MaxHP,5,551,,Gold,83211,,3305,83211
200553,10002,2,MaxHP,5,552,,Gold,83484,,3310,83484
200554,10002,2,MaxHP,5,553,,Gold,83758,,3315,83758
200555,10002,2,MaxHP,5,554,,Gold,84032,,3320,84032
200556,10002,2,MaxHP,5,555,,Gold,84307,,3325,84307
200557,10002,2,MaxHP,5,556,,Gold,84582,,3330,84582
200558,10002,2,MaxHP,5,557,,Gold,84857,,3335,84857
200559,10002,2,MaxHP,5,558,,Gold,85133,,3340,85133
200560,10002,2,MaxHP,5,559,,Gold,85409,,3345,85409
200561,10002,2,MaxHP,15,560,,Gold,85871,,3360,85871
200562,10002,2,MaxHP,5,561,,Gold,86148,,3365,86148
200563,10002,2,MaxHP,5,562,,Gold,86426,,3370,86426
200564,10002,2,MaxHP,5,563,,Gold,86704,,3375,86704
200565,10002,2,MaxHP,5,564,,Gold,86983,,3380,86983
200566,10002,2,MaxHP,5,565,,Gold,87262,,3385,87262
200567,10002,2,MaxHP,5,566,,Gold,87542,,3390,87542
200568,10002,2,MaxHP,5,567,,Gold,87822,,3395,87822
200569,10002,2,MaxHP,5,568,,Gold,88103,,3400,88103
200570,10002,2,MaxHP,5,569,,Gold,88384,,3405,88384
200571,10002,2,MaxHP,15,570,,Gold,88853,,3420,88853
200572,10002,2,MaxHP,5,571,,Gold,89135,,3425,89135
200573,10002,2,MaxHP,5,572,,Gold,89417,,3430,89417
200574,10002,2,MaxHP,5,573,,Gold,89700,,3435,89700
200575,10002,2,MaxHP,5,574,,Gold,89983,,3440,89983
200576,10002,2,MaxHP,5,575,,Gold,90267,,3445,90267
200577,10002,2,MaxHP,5,576,,Gold,90551,,3450,90551
200578,10002,2,MaxHP,5,577,,Gold,90836,,3455,90836
200579,10002,2,MaxHP,5,578,,Gold,91121,,3460,91121
200580,10002,2,MaxHP,5,579,,Gold,91407,,3465,91407
200581,10002,2,MaxHP,15,580,,Gold,91884,,3480,91884
200582,10002,2,MaxHP,5,581,,Gold,92171,,3485,92171
200583,10002,2,MaxHP,5,582,,Gold,92458,,3490,92458
200584,10002,2,MaxHP,5,583,,Gold,92746,,3495,92746
200585,10002,2,MaxHP,5,584,,Gold,93034,,3500,93034
200586,10002,2,MaxHP,5,585,,Gold,93322,,3505,93322
200587,10002,2,MaxHP,5,586,,Gold,93611,,3510,93611
200588,10002,2,MaxHP,5,587,,Gold,93900,,3515,93900
200589,10002,2,MaxHP,5,588,,Gold,94190,,3520,94190
200590,10002,2,MaxHP,5,589,,Gold,94480,,3525,94480
200591,10002,2,MaxHP,15,590,,Gold,94965,,3540,94965
200592,10002,2,MaxHP,5,591,,Gold,95256,,3545,95256
200593,10002,2,MaxHP,5,592,,Gold,95548,,3550,95548
200594,10002,2,MaxHP,5,593,,Gold,95840,,3555,95840
200595,10002,2,MaxHP,5,594,,Gold,96133,,3560,96133
200596,10002,2,MaxHP,5,595,,Gold,96426,,3565,96426
200597,10002,2,MaxHP,5,596,,Gold,96719,,3570,96719
200598,10002,2,MaxHP,5,597,,Gold,97013,,3575,97013
200599,10002,2,MaxHP,5,598,,Gold,97307,,3580,97307
200600,10002,2,MaxHP,5,599,,Gold,97602,,3585,97602
200601,10002,2,MaxHP,15,600,,Gold,98094,,3600,98094
200602,10002,2,MaxHP,5,601,,Gold,98390,,3605,98390
200603,10002,2,MaxHP,5,602,,Gold,98686,,3610,98686
200604,10002,2,MaxHP,5,603,,Gold,98983,,3615,98983
200605,10002,2,MaxHP,5,604,,Gold,99280,,3620,99280
200606,10002,2,MaxHP,5,605,,Gold,99578,,3625,99578
200607,10002,2,MaxHP,5,606,,Gold,99876,,3630,99876
200608,10002,2,MaxHP,5,607,,Gold,100174,,3635,100174
200609,10002,2,MaxHP,5,608,,Gold,100473,,3640,100473
200610,10002,2,MaxHP,5,609,,Gold,100772,,3645,100772
200611,10002,2,MaxHP,15,610,,Gold,101272,,3660,101272
200612,10002,2,MaxHP,5,611,,Gold,101572,,3665,101572
200613,10002,2,MaxHP,5,612,,Gold,101873,,3670,101873
200614,10002,2,MaxHP,5,613,,Gold,102174,,3675,102174
200615,10002,2,MaxHP,5,614,,Gold,102476,,3680,102476
200616,10002,2,MaxHP,5,615,,Gold,102778,,3685,102778
200617,10002,2,MaxHP,5,616,,Gold,103081,,3690,103081
200618,10002,2,MaxHP,5,617,,Gold,103384,,3695,103384
200619,10002,2,MaxHP,5,618,,Gold,103687,,3700,103687
200620,10002,2,MaxHP,5,619,,Gold,103991,,3705,103991
200621,10002,2,MaxHP,15,620,,Gold,104499,,3720,104499
200622,10002,2,MaxHP,5,621,,Gold,104804,,3725,104804
200623,10002,2,MaxHP,5,622,,Gold,105109,,3730,105109
200624,10002,2,MaxHP,5,623,,Gold,105415,,3735,105415
200625,10002,2,MaxHP,5,624,,Gold,105721,,3740,105721
200626,10002,2,MaxHP,5,625,,Gold,106028,,3745,106028
200627,10002,2,MaxHP,5,626,,Gold,106335,,3750,106335
200628,10002,2,MaxHP,5,627,,Gold,106643,,3755,106643
200629,10002,2,MaxHP,5,628,,Gold,106951,,3760,106951
200630,10002,2,MaxHP,5,629,,Gold,107259,,3765,107259
200631,10002,2,MaxHP,15,630,,Gold,107774,,3780,107774
200632,10002,2,MaxHP,5,631,,Gold,108084,,3785,108084
200633,10002,2,MaxHP,5,632,,Gold,108394,,3790,108394
200634,10002,2,MaxHP,5,633,,Gold,108704,,3795,108704
200635,10002,2,MaxHP,5,634,,Gold,109015,,3800,109015
200636,10002,2,MaxHP,5,635,,Gold,109326,,3805,109326
200637,10002,2,MaxHP,5,636,,Gold,109638,,3810,109638
200638,10002,2,MaxHP,5,637,,Gold,109950,,3815,109950
200639,10002,2,MaxHP,5,638,,Gold,110263,,3820,110263
200640,10002,2,MaxHP,5,639,,Gold,110576,,3825,110576
200641,10002,2,MaxHP,15,640,,Gold,111099,,3840,111099
200642,10002,2,MaxHP,5,641,,Gold,111413,,3845,111413
200643,10002,2,MaxHP,5,642,,Gold,111728,,3850,111728
200644,10002,2,MaxHP,5,643,,Gold,112043,,3855,112043
200645,10002,2,MaxHP,5,644,,Gold,112358,,3860,112358
200646,10002,2,MaxHP,5,645,,Gold,112674,,3865,112674
200647,10002,2,MaxHP,5,646,,Gold,112990,,3870,112990
200648,10002,2,MaxHP,5,647,,Gold,113307,,3875,113307
200649,10002,2,MaxHP,5,648,,Gold,113624,,3880,113624
200650,10002,2,MaxHP,5,649,,Gold,113942,,3885,113942
200651,10002,2,MaxHP,15,650,,Gold,114473,,3900,114473
200652,10002,2,MaxHP,5,651,,Gold,114792,,3905,114792
200653,10002,2,MaxHP,5,652,,Gold,115111,,3910,115111
200654,10002,2,MaxHP,5,653,,Gold,115431,,3915,115431
200655,10002,2,MaxHP,5,654,,Gold,115751,,3920,115751
200656,10002,2,MaxHP,5,655,,Gold,116071,,3925,116071
200657,10002,2,MaxHP,5,656,,Gold,116392,,3930,116392
200658,10002,2,MaxHP,5,657,,Gold,116713,,3935,116713
200659,10002,2,MaxHP,5,658,,Gold,117035,,3940,117035
200660,10002,2,MaxHP,5,659,,Gold,117357,,3945,117357
200661,10002,2,MaxHP,15,660,,Gold,117895,,3960,117895
200662,10002,2,MaxHP,5,661,,Gold,118218,,3965,118218
200663,10002,2,MaxHP,5,662,,Gold,118542,,3970,118542
200664,10002,2,MaxHP,5,663,,Gold,118866,,3975,118866
200665,10002,2,MaxHP,5,664,,Gold,119191,,3980,119191
200666,10002,2,MaxHP,5,665,,Gold,119516,,3985,119516
200667,10002,2,MaxHP,5,666,,Gold,119841,,3990,119841
200668,10002,2,MaxHP,5,667,,Gold,120167,,3995,120167
200669,10002,2,MaxHP,5,668,,Gold,120493,,4000,120493
200670,10002,2,MaxHP,5,669,,Gold,120820,,4005,120820
200671,10002,2,MaxHP,15,670,,Gold,121366,,4020,121366
200672,10002,2,MaxHP,5,671,,Gold,121694,,4025,121694
200673,10002,2,MaxHP,5,672,,Gold,122022,,4030,122022
200674,10002,2,MaxHP,5,673,,Gold,122351,,4035,122351
200675,10002,2,MaxHP,5,674,,Gold,122680,,4040,122680
200676,10002,2,MaxHP,5,675,,Gold,123010,,4045,123010
200677,10002,2,MaxHP,5,676,,Gold,123340,,4050,123340
200678,10002,2,MaxHP,5,677,,Gold,123670,,4055,123670
200679,10002,2,MaxHP,5,678,,Gold,124001,,4060,124001
200680,10002,2,MaxHP,5,679,,Gold,124332,,4065,124332
200681,10002,2,MaxHP,15,680,,Gold,124885,,4080,124885
200682,10002,2,MaxHP,5,681,,Gold,125217,,4085,125217
200683,10002,2,MaxHP,5,682,,Gold,125550,,4090,125550
200684,10002,2,MaxHP,5,683,,Gold,125883,,4095,125883
200685,10002,2,MaxHP,5,684,,Gold,126217,,4100,126217
200686,10002,2,MaxHP,5,685,,Gold,126551,,4105,126551
200687,10002,2,MaxHP,5,686,,Gold,126886,,4110,126886
200688,10002,2,MaxHP,5,687,,Gold,127221,,4115,127221
200689,10002,2,MaxHP,5,688,,Gold,127556,,4120,127556
200690,10002,2,MaxHP,5,689,,Gold,127892,,4125,127892
200691,10002,2,MaxHP,15,690,,Gold,128453,,4140,128453
200692,10002,2,MaxHP,5,691,,Gold,128790,,4145,128790
200693,10002,2,MaxHP,5,692,,Gold,129127,,4150,129127
200694,10002,2,MaxHP,5,693,,Gold,129465,,4155,129465
200695,10002,2,MaxHP,5,694,,Gold,129803,,4160,129803
200696,10002,2,MaxHP,5,695,,Gold,130142,,4165,130142
200697,10002,2,MaxHP,5,696,,Gold,130481,,4170,130481
200698,10002,2,MaxHP,5,697,,Gold,130821,,4175,130821
200699,10002,2,MaxHP,5,698,,Gold,131161,,4180,131161
200700,10002,2,MaxHP,5,699,,Gold,131501,,4185,131501
200701,10002,2,MaxHP,15,700,,Gold,132070,,4200,132070
200702,10002,2,MaxHP,5,701,,Gold,132411,,4205,132411
200703,10002,2,MaxHP,5,702,,Gold,132753,,4210,132753
200704,10002,2,MaxHP,5,703,,Gold,133095,,4215,133095
200705,10002,2,MaxHP,5,704,,Gold,133438,,4220,133438
200706,10002,2,MaxHP,5,705,,Gold,133781,,4225,133781
200707,10002,2,MaxHP,5,706,,Gold,134125,,4230,134125
200708,10002,2,MaxHP,5,707,,Gold,134469,,4235,134469
200709,10002,2,MaxHP,5,708,,Gold,134814,,4240,134814
200710,10002,2,MaxHP,5,709,,Gold,135159,,4245,135159
200711,10002,2,MaxHP,15,710,,Gold,135735,,4260,135735
200712,10002,2,MaxHP,5,711,,Gold,136081,,4265,136081
200713,10002,2,MaxHP,5,712,,Gold,136427,,4270,136427
200714,10002,2,MaxHP,5,713,,Gold,136774,,4275,136774
200715,10002,2,MaxHP,5,714,,Gold,137121,,4280,137121
200716,10002,2,MaxHP,5,715,,Gold,137469,,4285,137469
200717,10002,2,MaxHP,5,716,,Gold,137817,,4290,137817
200718,10002,2,MaxHP,5,717,,Gold,138166,,4295,138166
200719,10002,2,MaxHP,5,718,,Gold,138515,,4300,138515
200720,10002,2,MaxHP,5,719,,Gold,138864,,4305,138864
200721,10002,2,MaxHP,15,720,,Gold,139448,,4320,139448
200722,10002,2,MaxHP,5,721,,Gold,139799,,4325,139799
200723,10002,2,MaxHP,5,722,,Gold,140150,,4330,140150
200724,10002,2,MaxHP,5,723,,Gold,140501,,4335,140501
200725,10002,2,MaxHP,5,724,,Gold,140853,,4340,140853
200726,10002,2,MaxHP,5,725,,Gold,141205,,4345,141205
200727,10002,2,MaxHP,5,726,,Gold,141558,,4350,141558
200728,10002,2,MaxHP,5,727,,Gold,141911,,4355,141911
200729,10002,2,MaxHP,5,728,,Gold,142265,,4360,142265
